ID Consumidor	Género	Estado civil	Mascotas	Barrio
3305	M	Soltero(a)	3	San Juan
3306	F	Casado(a)	3	San Juan
3308	M	Casado(a)	1	San Juan
3310	F	Soltero(a)	1	San Juan
3311	F	Casado(a)	2	Santa Ana
3313	M	Casado(a)	1	San Juan
3316	M	Casado(a)	1	San Juan
3317	F	Casado(a)	3	Santa Ana
3319	M	Soltero(a)	3	Santa Ana
3321	M	Soltero(a)	3	Santa Ana
3322	F	Casado(a)	3	San Juan
3324	F	Casado(a)	3	San Pedro
3325	M	Soltero(a)	2	San Juan
3327	F	Soltero(a)	4	San Juan
3328	F	Casado(a)	4	San Juan
3329	M	Casado(a)	2	San Pedro
3330	M	Soltero(a)	1	San Pedro
3334	F	Casado(a)	2	San Juan
3335	F	Casado(a)	2	La Esperanza
3336	F	Soltero(a)	2	San Juan
3338	M	Soltero(a)	4	San Pedro
3342	F	Casado(a)	2	San Pedro
3345	M	Soltero(a)	3	San Pedro
3349	M	Casado(a)	1	San Pedro
3350	F	Soltero(a)	4	Santa Ana
3352	F	Casado(a)	1	San Pedro
3357	M	Casado(a)	1	Santa Ana
3359	M	Soltero(a)	3	Santa Ana
3360	M	Casado(a)	1	San Juan
3361	M	Casado(a)	1	Santa Ana
3363	F	Soltero(a)	3	La Esperanza
3365	F	Soltero(a)	5	La Esperanza
3366	M	Soltero(a)	1	La Esperanza
3370	F	Soltero(a)	3	San Pedro
3371	F	Soltero(a)	1	San Pedro
3372	M	Casado(a)	1	La Esperanza
3373	F	Casado(a)	5	San Juan
3377	F	Casado(a)	4	La Esperanza
3386	F	Casado(a)	4	Santa Ana
3387	F	Casado(a)	1	Santa Ana
3388	F	Casado(a)	4	San Juan
3390	F	Casado(a)	2	Santa Ana
3395	F	Casado(a)	4	Santa Ana
3396	M	Casado(a)	2	La Esperanza
3397	F	Soltero(a)	2	San Juan
3399	F	Soltero(a)	1	San Miguel 
3401	M	Casado(a)	1	Santa Ana
3404	F	Soltero(a)	2	Santa Ana
3406	F	Casado(a)	2	La Esperanza
3408	F	Soltero(a)	2	San Pedro
3409	M	Casado(a)	3	San Miguel 
3410	F	Soltero(a)	1	Santa Ana
3411	M	Soltero(a)	4	San Pedro
3412	M	Soltero(a)	5	Santa Ana
3413	F	Casado(a)	4	San Juan
3414	M	Soltero(a)	1	San Pedro
3415	M	Soltero(a)	5	San Juan
3416	F	Casado(a)	3	San Pedro
3417	M	Soltero(a)	5	San Miguel 
3418	M	Casado(a)	3	Santa Ana
3419	F	Soltero(a)	3	La Esperanza
3422	M	Soltero(a)	1	La Esperanza
3423	F	Casado(a)	2	San Juan
3424	M	Casado(a)	1	La Esperanza
3425	M	Soltero(a)	4	Santa Ana
3426	F	Casado(a)	1	Santa Ana
3434	F	Soltero(a)	5	Santa Ana
3435	M	Soltero(a)	3	Santa Ana
3436	F	Casado(a)	2	Santa Ana
3437	F	Soltero(a)	3	San Pedro
3438	M	Casado(a)	3	Santa Ana
3439	F	Soltero(a)	2	San Miguel 
3440	F	Casado(a)	4	Santa Ana
3441	F	Soltero(a)	2	Santa Ana
3442	M	Casado(a)	2	Santa Ana
3446	F	Soltero(a)	4	San Miguel 
3448	M	Casado(a)	2	Santa Ana
3449	F	Casado(a)	2	San Pedro
3450	M	Casado(a)	1	La Esperanza
3452	M	Casado(a)	3	Santa Ana
3454	F	Casado(a)	1	La Esperanza
3455	F	Soltero(a)	4	San Juan
3457	M	Casado(a)	1	Santa Ana
3458	F	Soltero(a)	5	Santa Ana
3462	M	Soltero(a)	4	San Pedro
3463	M	Soltero(a)	1	San Juan
3466	M	Casado(a)	1	San Juan
3468	F	Soltero(a)	1	La Esperanza
3469	M	Casado(a)	4	Santa Ana
3470	M	Casado(a)	2	San Juan
3471	F	Casado(a)	4	Santa Ana
3473	M	Soltero(a)	3	San Juan
3476	F	Soltero(a)	4	Santa Ana
3478	M	Soltero(a)	4	San Juan
3480	F	Soltero(a)	2	San Juan
3485	F	Soltero(a)	3	San Juan
3486	M	Soltero(a)	2	San Juan
3487	M	Casado(a)	3	La Esperanza
3489	M	Soltero(a)	4	La Esperanza
3490	F	Casado(a)	1	San Juan
3491	F	Casado(a)	3	Santa Ana
3495	F	Casado(a)	4	Santa Ana
3497	M	Soltero(a)	2	San Juan
3499	F	Casado(a)	1	San Juan
3500	M	Soltero(a)	1	San Juan
3501	F	Casado(a)	4	San Pedro
3503	F	Casado(a)	2	San Pedro
3504	F	Casado(a)	4	San Miguel 
3508	M	Casado(a)	1	San Pedro
3512	M	Casado(a)	1	Santa Ana
3513	F	Casado(a)	1	San Juan
3516	F	Casado(a)	1	San Pedro
3517	M	Soltero(a)	3	San Miguel 
3518	M	Soltero(a)	3	La Esperanza
3524	M	Soltero(a)	1	San Juan
3525	M	Soltero(a)	1	San Pedro
3526	M	Casado(a)	1	San Pedro
3527	M	Soltero(a)	5	Santa Ana
3528	F	Casado(a)	4	San Juan
3529	M	Soltero(a)	2	San Juan
3532	F	Casado(a)	4	San Pedro
3533	F	Casado(a)	1	Santa Ana
3537	F	Soltero(a)	2	San Pedro
3538	F	Soltero(a)	1	Santa Ana
3539	M	Soltero(a)	2	San Juan
3541	M	Casado(a)	2	San Juan
3542	M	Casado(a)	1	San Pedro
3543	M	Soltero(a)	4	Santa Ana
3548	F	Casado(a)	1	San Juan
3549	F	Casado(a)	2	San Miguel 
3551	F	Casado(a)	2	San Juan
3552	F	Soltero(a)	4	San Juan
3553	M	Soltero(a)	3	San Pedro
3558	F	Soltero(a)	1	Santa Ana
3559	M	Casado(a)	3	San Miguel 
3560	M	Soltero(a)	5	La Esperanza
3561	M	Soltero(a)	1	Santa Ana
3563	F	Casado(a)	1	San Miguel 
3564	F	Soltero(a)	4	San Miguel 
3567	M	Casado(a)	1	Santa Ana
3571	F	Soltero(a)	3	San Pedro
3577	F	Casado(a)	4	Santa Ana
3580	M	Soltero(a)	1	San Pedro
3583	F	Soltero(a)	2	La Esperanza
3584	M	Soltero(a)	2	La Esperanza
3585	F	Casado(a)	4	San Pedro
3586	F	Soltero(a)	3	Santa Ana
3587	M	Casado(a)	3	San Pedro
3588	F	Soltero(a)	1	Santa Ana
3589	M	Casado(a)	5	San Juan
3592	M	Casado(a)	3	San Pedro
3593	F	Casado(a)	2	Santa Ana
3594	F	Casado(a)	1	Santa Ana
3596	M	Casado(a)	3	Santa Ana
3598	M	Soltero(a)	1	San Pedro
3599	M	Casado(a)	2	San Juan
3600	F	Soltero(a)	1	San Pedro
3601	F	Casado(a)	2	La Esperanza
3602	F	Soltero(a)	4	La Esperanza
3604	M	Soltero(a)	4	San Juan
3605	F	Soltero(a)	3	San Miguel 
3608	F	Casado(a)	1	La Esperanza
3610	M	Casado(a)	1	San Pedro
3611	F	Casado(a)	1	Santa Ana
3612	M	Soltero(a)	1	Santa Ana
3613	F	Soltero(a)	1	La Esperanza
3615	F	Soltero(a)	1	San Juan
3616	M	Casado(a)	4	San Pedro
3620	M	Casado(a)	1	San Juan
3625	F	Soltero(a)	1	San Pedro
3626	F	Soltero(a)	2	Santa Ana
3627	F	Casado(a)	1	Santa Ana
3630	F	Soltero(a)	1	San Juan
3633	F	Soltero(a)	3	San Juan
3634	M	Soltero(a)	5	San Juan
3636	F	Soltero(a)	4	San Miguel 
3639	F	Casado(a)	2	Santa Ana
3640	M	Soltero(a)	2	Santa Ana
3642	M	Casado(a)	2	Santa Ana
3643	F	Soltero(a)	2	San Miguel 
3644	F	Soltero(a)	4	San Pedro
3645	M	Soltero(a)	3	San Miguel 
3648	F	Soltero(a)	2	La Esperanza
3650	M	Casado(a)	2	San Juan
3652	M	Soltero(a)	3	San Juan
3654	F	Casado(a)	3	Santa Ana
3655	F	Casado(a)	3	San Juan
3656	M	Soltero(a)	3	Santa Ana
3658	F	Casado(a)	5	San Miguel 
3661	M	Casado(a)	1	San Pedro
3663	M	Soltero(a)	2	San Juan
3664	F	Casado(a)	5	San Miguel 
3665	F	Casado(a)	1	San Miguel 
3667	F	Soltero(a)	2	San Juan
3673	M	Casado(a)	1	San Miguel 
3676	M	Casado(a)	4	Santa Ana
3679	F	Soltero(a)	1	Santa Ana
3680	F	Soltero(a)	3	San Juan
3681	F	Casado(a)	2	San Juan
3682	M	Casado(a)	4	San Juan
3683	M	Casado(a)	1	San Juan
3688	F	Casado(a)	3	Santa Ana
3689	F	Casado(a)	4	La Esperanza
3691	M	Casado(a)	3	San Juan
3692	M	Soltero(a)	1	Santa Ana
3693	M	Soltero(a)	1	Santa Ana
3695	M	Casado(a)	5	San Juan
3700	F	Casado(a)	4	San Juan
3701	F	Soltero(a)	1	San Pedro
3702	F	Casado(a)	1	San Pedro
3703	M	Soltero(a)	2	San Miguel 
3706	M	Soltero(a)	2	San Juan
3709	M	Soltero(a)	1	San Juan
3711	M	Soltero(a)	2	Santa Ana
3713	F	Soltero(a)	4	La Esperanza
3714	F	Casado(a)	3	La Esperanza
3716	F	Casado(a)	4	San Juan
3718	F	Casado(a)	2	Santa Ana
3719	F	Soltero(a)	3	La Esperanza
3721	M	Soltero(a)	1	San Miguel 
3724	F	Casado(a)	1	La Esperanza
3725	M	Casado(a)	4	La Esperanza
3727	F	Casado(a)	4	San Miguel 
3728	M	Casado(a)	4	San Juan
3729	F	Casado(a)	4	San Pedro
3730	M	Casado(a)	3	San Pedro
3731	F	Soltero(a)	5	San Juan
3735	M	Soltero(a)	2	Santa Ana
3738	M	Casado(a)	4	San Pedro
3739	F	Soltero(a)	4	San Miguel 
3742	M	Casado(a)	2	Santa Ana
3744	F	Soltero(a)	1	San Pedro
3746	F	Soltero(a)	3	Santa Ana
3747	F	Soltero(a)	4	La Esperanza
3748	F	Casado(a)	4	San Juan
3749	F	Casado(a)	1	San Juan
3750	M	Soltero(a)	2	San Pedro
3751	F	Casado(a)	1	San Juan
3753	F	Casado(a)	4	San Pedro
3755	M	Soltero(a)	3	Santa Ana
3756	F	Casado(a)	3	Santa Ana
3757	M	Soltero(a)	2	San Miguel 
3758	M	Soltero(a)	3	Santa Ana
3759	F	Soltero(a)	2	San Juan
3760	F	Soltero(a)	4	San Pedro
3761	F	Soltero(a)	4	La Esperanza
3762	F	Casado(a)	4	La Esperanza
3763	F	Soltero(a)	4	Santa Ana
3768	M	Casado(a)	2	San Juan
3771	M	Soltero(a)	5	San Pedro
3773	F	Soltero(a)	1	San Juan
3776	F	Soltero(a)	4	San Juan
3777	M	Soltero(a)	1	San Pedro
3780	M	Casado(a)	3	Santa Ana
3782	F	Soltero(a)	2	Santa Ana
3784	F	Casado(a)	1	San Pedro
3787	F	Soltero(a)	5	Santa Ana
3790	M	Casado(a)	1	San Pedro
3794	F	Casado(a)	1	Santa Ana
3795	M	Casado(a)	2	La Esperanza
3796	M	Soltero(a)	3	Santa Ana
3797	M	Casado(a)	5	Santa Ana
3799	F	Soltero(a)	2	San Juan
3801	F	Soltero(a)	2	Santa Ana
3802	F	Soltero(a)	4	San Juan
3804	M	Soltero(a)	4	Santa Ana
3805	M	Soltero(a)	5	La Esperanza
3807	F	Soltero(a)	2	San Pedro
3808	F	Casado(a)	4	Santa Ana
3809	M	Soltero(a)	3	San Pedro
3810	M	Casado(a)	1	San Pedro
3816	F	Soltero(a)	2	Santa Ana
3817	F	Casado(a)	4	San Juan
3819	M	Soltero(a)	3	La Esperanza
3821	M	Soltero(a)	1	San Juan
3823	M	Soltero(a)	2	La Esperanza
3825	M	Soltero(a)	5	San Miguel 
3826	M	Casado(a)	2	Santa Ana
3827	M	Soltero(a)	2	San Juan
3828	M	Casado(a)	5	Santa Ana
3829	M	Casado(a)	4	San Pedro
3833	F	Soltero(a)	1	La Esperanza
3838	M	Casado(a)	5	San Juan
3840	F	Casado(a)	1	San Juan
3841	M	Soltero(a)	2	San Pedro
3847	F	Casado(a)	1	Santa Ana
3848	F	Casado(a)	1	San Miguel 
3849	M	Casado(a)	4	San Juan
3852	F	Casado(a)	1	Santa Ana
3854	M	Soltero(a)	1	San Juan
3855	M	Soltero(a)	2	San Juan
3856	F	Casado(a)	1	La Esperanza
3857	F	Casado(a)	2	San Pedro
3858	F	Soltero(a)	1	Santa Ana
3859	M	Soltero(a)	4	Santa Ana
3861	F	Casado(a)	4	San Miguel 
3864	M	Soltero(a)	3	San Pedro
3869	M	Casado(a)	3	San Juan
3870	M	Soltero(a)	1	La Esperanza
3871	F	Casado(a)	1	San Pedro
3873	M	Casado(a)	4	Santa Ana
3875	F	Casado(a)	1	San Pedro
3878	M	Casado(a)	2	Santa Ana
3879	F	Soltero(a)	5	San Pedro
3880	M	Casado(a)	1	San Pedro
3881	M	Soltero(a)	1	San Pedro
3882	M	Soltero(a)	3	San Juan
3888	M	Casado(a)	1	San Juan
3889	M	Casado(a)	4	Santa Ana
3890	M	Casado(a)	5	San Juan
3892	F	Soltero(a)	4	Santa Ana
3893	M	Casado(a)	5	Santa Ana
3897	M	Casado(a)	4	San Juan
3898	F	Soltero(a)	5	San Juan
3900	F	Soltero(a)	4	Santa Ana
3901	M	Casado(a)	3	San Pedro
3902	F	Soltero(a)	3	San Juan
3903	F	Soltero(a)	1	San Pedro
3904	F	Soltero(a)	2	San Pedro
3906	M	Soltero(a)	2	San Juan
3909	F	Soltero(a)	4	La Esperanza
3911	M	Soltero(a)	3	San Juan
3912	M	Soltero(a)	3	San Juan
3916	M	Soltero(a)	4	La Esperanza
3917	F	Casado(a)	1	San Juan
3918	M	Casado(a)	5	San Juan
3921	F	Soltero(a)	1	La Esperanza
3922	M	Casado(a)	3	San Juan
3925	F	Casado(a)	1	Santa Ana
3928	M	Soltero(a)	1	La Esperanza
3929	F	Casado(a)	2	San Juan
3930	M	Casado(a)	1	San Juan
3932	F	Soltero(a)	2	San Juan
3933	F	Casado(a)	3	San Pedro
3935	F	Casado(a)	1	Santa Ana
3936	M	Soltero(a)	4	San Juan
3937	F	Soltero(a)	2	San Juan
3938	M	Soltero(a)	4	San Juan
3939	M	Soltero(a)	1	San Pedro
3941	M	Soltero(a)	1	Santa Ana
3942	M	Soltero(a)	3	San Juan
3945	M	Soltero(a)	1	San Juan
3946	F	Casado(a)	3	San Juan
3949	M	Casado(a)	5	La Esperanza
3950	F	Soltero(a)	5	San Juan
3951	M	Casado(a)	4	San Pedro
3952	M	Casado(a)	1	San Pedro
3953	F	Casado(a)	4	San Miguel 
3957	M	Soltero(a)	4	La Esperanza
3961	M	Soltero(a)	3	San Pedro
3964	M	Casado(a)	3	San Pedro
3965	M	Casado(a)	1	Santa Ana
3966	M	Casado(a)	2	San Juan
3968	F	Soltero(a)	1	Santa Ana
3969	M	Soltero(a)	3	San Juan
3970	M	Soltero(a)	2	San Pedro
3974	F	Soltero(a)	2	San Pedro
3976	M	Casado(a)	2	San Juan
3977	F	Soltero(a)	2	San Juan
3978	F	Casado(a)	4	La Esperanza
3979	M	Soltero(a)	1	San Juan
3980	M	Casado(a)	2	San Juan
3981	F	Soltero(a)	4	San Pedro
3982	F	Soltero(a)	3	San Pedro
3985	M	Casado(a)	3	Santa Ana
3986	M	Casado(a)	2	Santa Ana
3987	M	Casado(a)	4	San Pedro
3989	F	Casado(a)	4	San Juan
3993	M	Soltero(a)	1	Santa Ana
3994	F	Casado(a)	1	San Juan
3996	M	Casado(a)	2	San Pedro
4001	F	Casado(a)	1	La Esperanza
4003	F	Casado(a)	4	La Esperanza
4004	F	Casado(a)	3	San Juan
4005	F	Soltero(a)	1	San Juan
4006	M	Casado(a)	2	San Pedro
4007	F	Casado(a)	4	San Juan
4009	M	Casado(a)	3	Santa Ana
4010	F	Soltero(a)	3	Santa Ana
4011	F	Soltero(a)	2	Santa Ana
4015	M	Soltero(a)	3	San Juan
4016	F	Casado(a)	5	San Juan
4018	F	Soltero(a)	4	San Miguel 
4019	F	Soltero(a)	4	Santa Ana
4020	M	Soltero(a)	2	La Esperanza
4021	M	Casado(a)	3	Santa Ana
4023	F	Soltero(a)	4	San Pedro
4026	F	Casado(a)	5	Santa Ana
4027	F	Casado(a)	2	San Miguel 
4028	F	Casado(a)	1	San Pedro
4029	M	Casado(a)	3	San Juan
4030	F	Casado(a)	1	San Juan
4032	F	Soltero(a)	3	Santa Ana
4033	M	Soltero(a)	5	San Pedro
4039	M	Soltero(a)	1	Santa Ana
4040	F	Casado(a)	1	La Esperanza
4041	M	Soltero(a)	3	Santa Ana
4043	F	Soltero(a)	4	San Pedro
4044	M	Soltero(a)	2	San Pedro
4045	M	Soltero(a)	5	San Juan
4048	M	Soltero(a)	4	San Miguel 
4049	F	Soltero(a)	4	Santa Ana
4051	F	Casado(a)	5	Santa Ana
4056	M	Casado(a)	3	Santa Ana
4058	M	Casado(a)	3	San Pedro
4061	M	Soltero(a)	4	San Pedro
4063	M	Casado(a)	4	San Juan
4065	F	Soltero(a)	1	Santa Ana
4066	F	Casado(a)	3	Santa Ana
4067	F	Casado(a)	3	Santa Ana
4068	F	Soltero(a)	4	San Pedro
4069	F	Soltero(a)	1	San Juan
4070	M	Casado(a)	2	La Esperanza
4071	F	Casado(a)	5	La Esperanza
4072	F	Soltero(a)	2	San Pedro
4075	M	Casado(a)	2	Santa Ana
4076	M	Casado(a)	1	San Miguel 
4078	F	Soltero(a)	2	Santa Ana
4079	M	Soltero(a)	1	San Juan
4080	F	Casado(a)	4	Santa Ana
4081	F	Soltero(a)	1	Santa Ana
4082	F	Soltero(a)	3	Santa Ana
4084	M	Casado(a)	1	San Miguel 
4085	F	Casado(a)	3	Santa Ana
4088	F	Casado(a)	4	Santa Ana
4094	F	Soltero(a)	2	Santa Ana
4096	M	Soltero(a)	2	Santa Ana
4099	M	Casado(a)	3	San Juan
4100	F	Soltero(a)	1	San Juan
4101	M	Soltero(a)	4	La Esperanza
4103	M	Casado(a)	3	Santa Ana
4104	M	Casado(a)	3	San Pedro
4105	F	Casado(a)	2	Santa Ana
4106	F	Casado(a)	1	Santa Ana
4111	F	Casado(a)	5	San Pedro
4114	F	Casado(a)	1	San Juan
4115	M	Soltero(a)	4	San Juan
4116	M	Casado(a)	5	Santa Ana
4117	F	Casado(a)	4	San Miguel 
4118	M	Soltero(a)	1	San Juan
4120	M	Soltero(a)	3	San Juan
4121	M	Soltero(a)	1	San Juan
4122	F	Soltero(a)	3	San Juan
4125	M	Casado(a)	3	Santa Ana
4126	M	Casado(a)	1	La Esperanza
4127	M	Casado(a)	3	San Juan
4131	F	Casado(a)	3	San Juan
4133	F	Soltero(a)	1	Santa Ana
4135	F	Soltero(a)	1	Santa Ana
4137	M	Soltero(a)	2	San Juan
4138	M	Casado(a)	4	San Juan
4143	F	Soltero(a)	2	Santa Ana
4147	M	Soltero(a)	2	San Pedro
4149	F	Casado(a)	2	Santa Ana
4150	M	Casado(a)	3	La Esperanza
4151	M	Soltero(a)	4	San Pedro
4152	F	Soltero(a)	4	La Esperanza
4153	M	Casado(a)	4	San Juan
4154	F	Soltero(a)	4	San Miguel 
4157	M	Soltero(a)	3	San Juan
4162	M	Soltero(a)	2	San Juan
4163	M	Soltero(a)	1	San Miguel 
4165	F	Soltero(a)	4	Santa Ana
4166	F	Soltero(a)	3	San Juan
4169	M	Casado(a)	1	San Pedro
4170	F	Soltero(a)	5	San Pedro
4174	F	Soltero(a)	4	La Esperanza
4175	F	Casado(a)	5	Santa Ana
4176	M	Casado(a)	3	Santa Ana
4179	M	Casado(a)	1	Santa Ana
4180	F	Soltero(a)	3	San Juan
4185	F	Casado(a)	2	Santa Ana
4186	F	Soltero(a)	1	San Juan
4187	F	Casado(a)	5	La Esperanza
4188	F	Soltero(a)	1	San Pedro
4191	F	Casado(a)	1	San Juan
4193	M	Soltero(a)	3	Santa Ana
4195	F	Soltero(a)	1	San Pedro
4197	M	Casado(a)	3	San Juan
4198	F	Casado(a)	5	La Esperanza
4202	F	Casado(a)	4	La Esperanza
4204	M	Casado(a)	5	San Juan
4205	M	Casado(a)	1	San Juan
4208	M	Soltero(a)	1	La Esperanza
4209	M	Soltero(a)	4	San Miguel 
4210	F	Soltero(a)	5	San Miguel 
4211	F	Soltero(a)	5	Santa Ana
4215	M	Casado(a)	3	San Juan
4216	F	Casado(a)	5	San Pedro
4217	F	Casado(a)	5	San Miguel 
4218	F	Casado(a)	4	Santa Ana
4219	F	Soltero(a)	2	Santa Ana
4220	F	Casado(a)	5	Santa Ana
4221	M	Soltero(a)	1	San Juan
4223	F	Soltero(a)	4	San Pedro
4224	F	Casado(a)	4	San Pedro
4225	M	Soltero(a)	1	Santa Ana
4226	F	Casado(a)	5	Santa Ana
4228	M	Casado(a)	4	San Juan
4230	F	Casado(a)	2	Santa Ana
4231	F	Soltero(a)	3	San Juan
4232	F	Soltero(a)	2	San Juan
4234	F	Soltero(a)	4	Santa Ana
4235	M	Soltero(a)	1	La Esperanza
4239	F	Soltero(a)	4	San Juan
4240	M	Casado(a)	3	Santa Ana
4241	M	Soltero(a)	2	San Miguel 
4243	M	Soltero(a)	3	Santa Ana
4244	F	Soltero(a)	4	San Pedro
4246	F	Soltero(a)	4	San Juan
4247	F	Casado(a)	3	Santa Ana
4249	F	Casado(a)	3	Santa Ana
4250	F	Casado(a)	1	La Esperanza
4252	M	Soltero(a)	1	San Juan
4253	F	Soltero(a)	2	San Juan
4255	M	Casado(a)	1	Santa Ana
4256	F	Casado(a)	2	Santa Ana
4257	F	Soltero(a)	2	Santa Ana
4258	M	Casado(a)	4	San Juan
4259	M	Soltero(a)	1	San Juan
4260	M	Soltero(a)	5	La Esperanza
4261	M	Soltero(a)	2	San Juan
4263	M	Casado(a)	4	Santa Ana
4268	M	Casado(a)	1	Santa Ana
4271	M	Casado(a)	1	San Pedro
4273	M	Casado(a)	5	Santa Ana
4274	M	Casado(a)	1	Santa Ana
4277	M	Soltero(a)	1	La Esperanza
4279	F	Casado(a)	1	San Pedro
4282	F	Casado(a)	3	San Juan
4283	M	Soltero(a)	5	San Juan
4284	F	Casado(a)	4	La Esperanza
4285	F	Soltero(a)	1	San Pedro
4287	F	Soltero(a)	4	San Juan
4288	F	Casado(a)	4	Santa Ana
4291	M	Casado(a)	4	San Juan
4292	M	Casado(a)	1	San Juan
4295	M	Soltero(a)	5	Santa Ana
4296	F	Casado(a)	4	Santa Ana
4300	F	Casado(a)	4	San Pedro
4301	F	Casado(a)	1	Santa Ana
4303	F	Soltero(a)	1	San Pedro
4307	F	Soltero(a)	1	San Pedro
4311	M	Casado(a)	5	San Miguel 
4315	M	Soltero(a)	2	San Juan
4317	F	Casado(a)	2	San Pedro
4319	M	Soltero(a)	3	La Esperanza
4320	M	Casado(a)	5	San Pedro
4321	M	Casado(a)	5	San Juan
4323	F	Soltero(a)	2	San Miguel 
4324	F	Casado(a)	3	San Juan
4325	F	Soltero(a)	1	Santa Ana
4327	F	Soltero(a)	1	San Juan
4330	M	Casado(a)	4	San Juan
4334	M	Soltero(a)	2	Santa Ana
4337	M	Soltero(a)	5	San Pedro
4340	F	Soltero(a)	2	San Juan
4342	M	Casado(a)	4	San Juan
4343	F	Casado(a)	1	San Pedro
4344	M	Soltero(a)	1	San Juan
4346	M	Soltero(a)	1	San Pedro
4349	M	Soltero(a)	3	San Juan
4350	F	Casado(a)	2	La Esperanza
4351	M	Soltero(a)	5	La Esperanza
4352	F	Casado(a)	1	San Juan
4355	F	Casado(a)	1	La Esperanza
4357	F	Soltero(a)	2	San Juan
4359	M	Soltero(a)	4	San Miguel 
4360	M	Casado(a)	4	San Pedro
4361	F	Casado(a)	2	San Pedro
4362	F	Casado(a)	1	La Esperanza
4364	M	Soltero(a)	4	San Juan
4367	F	Casado(a)	1	San Juan
4368	M	Soltero(a)	3	San Juan
4370	M	Soltero(a)	2	Santa Ana
4372	F	Soltero(a)	1	San Juan
4373	M	Soltero(a)	1	Santa Ana
4374	F	Soltero(a)	3	La Esperanza
4375	M	Soltero(a)	1	San Juan
4376	M	Casado(a)	4	Santa Ana
4377	F	Casado(a)	1	San Pedro
4379	M	Soltero(a)	2	San Pedro
4384	F	Soltero(a)	3	San Pedro
4385	F	Casado(a)	3	San Juan
4386	M	Soltero(a)	5	Santa Ana
4391	F	Casado(a)	3	Santa Ana
4392	M	Casado(a)	1	San Juan
4394	F	Casado(a)	2	San Miguel 
4396	F	Casado(a)	3	San Juan
4397	M	Soltero(a)	2	Santa Ana
4399	F	Soltero(a)	2	San Pedro
4401	M	Soltero(a)	1	Santa Ana
4402	F	Soltero(a)	1	Santa Ana
4404	M	Soltero(a)	1	Santa Ana
4405	F	Soltero(a)	1	San Juan
4407	M	Soltero(a)	3	San Pedro
4408	F	Soltero(a)	3	San Pedro
4409	M	Soltero(a)	3	San Pedro
4410	F	Casado(a)	4	San Juan
4411	M	Soltero(a)	1	San Miguel 
4412	M	Soltero(a)	3	San Miguel 
4413	M	Casado(a)	3	San Juan
4417	M	Casado(a)	2	Santa Ana
4419	M	Soltero(a)	1	Santa Ana
4420	M	Casado(a)	3	Santa Ana
4422	F	Casado(a)	3	San Juan
4423	M	Soltero(a)	3	San Juan
4425	M	Casado(a)	1	San Juan
4426	F	Casado(a)	5	San Pedro
4429	M	Soltero(a)	4	La Esperanza
4431	F	Soltero(a)	4	San Juan
4434	F	Casado(a)	1	San Juan
4436	F	Casado(a)	1	Santa Ana
4437	M	Soltero(a)	2	La Esperanza
4438	F	Soltero(a)	3	San Pedro
4440	F	Soltero(a)	1	San Juan
4443	F	Soltero(a)	1	Santa Ana
4444	F	Casado(a)	1	Santa Ana
4445	F	Soltero(a)	2	San Juan
4447	M	Soltero(a)	4	San Pedro
4451	M	Casado(a)	4	San Juan
4453	F	Soltero(a)	1	Santa Ana
4454	M	Soltero(a)	2	San Juan
4455	F	Soltero(a)	4	San Pedro
4457	M	Soltero(a)	2	San Miguel 
4459	F	Casado(a)	1	San Juan
4460	M	Soltero(a)	1	Santa Ana
4461	M	Casado(a)	1	Santa Ana
4462	F	Casado(a)	1	San Miguel 
4463	M	Soltero(a)	5	Santa Ana
4465	M	Soltero(a)	5	San Juan
4466	M	Casado(a)	1	San Juan
4467	M	Soltero(a)	1	Santa Ana
4470	F	Soltero(a)	2	San Pedro
4471	M	Casado(a)	3	Santa Ana
4475	F	Soltero(a)	2	La Esperanza
4476	F	Soltero(a)	5	Santa Ana
4477	M	Casado(a)	2	San Pedro
4479	M	Casado(a)	1	San Juan
4483	F	Soltero(a)	1	San Miguel 
4484	M	Casado(a)	3	San Juan
4485	F	Soltero(a)	3	La Esperanza
4486	F	Soltero(a)	1	San Pedro
4487	F	Soltero(a)	2	San Miguel 
4488	F	Casado(a)	1	San Pedro
4490	F	Soltero(a)	4	San Juan
4491	M	Casado(a)	1	Santa Ana
4494	F	Soltero(a)	2	San Miguel 
4495	F	Soltero(a)	5	San Pedro
4497	M	Soltero(a)	3	San Juan
4498	F	Casado(a)	2	San Juan
4499	M	Casado(a)	4	San Juan
4501	F	Casado(a)	4	San Pedro
4503	M	Soltero(a)	1	San Juan
4504	M	Casado(a)	4	La Esperanza
4507	F	Casado(a)	4	San Juan
4508	M	Casado(a)	1	San Juan
4510	F	Soltero(a)	2	San Pedro
4514	M	Soltero(a)	4	Santa Ana
4515	M	Soltero(a)	1	San Juan
4516	M	Soltero(a)	1	San Miguel 
4518	F	Soltero(a)	4	San Juan
4520	F	Soltero(a)	4	San Pedro
4522	M	Soltero(a)	1	San Juan
4524	M	Casado(a)	1	Santa Ana
4525	F	Soltero(a)	5	San Pedro
4527	M	Casado(a)	1	Santa Ana
4528	M	Casado(a)	2	San Juan
4531	M	Casado(a)	1	La Esperanza
4534	F	Soltero(a)	2	San Pedro
4537	M	Casado(a)	4	San Juan
4538	F	Soltero(a)	3	San Pedro
4540	F	Soltero(a)	4	San Miguel 
4541	F	Casado(a)	1	Santa Ana
4543	F	Casado(a)	4	San Juan
